"","sample","Adenine","Adenosine","Adenosine.5.Diphosphoribose","Adipic.acid","Alanine","Allantoin","Anserine","Arginine","Asparagine","Aspartic.acid","Azelaic.acid","Biotin","CAR.12.0","Carnosine","Chenodeoxycholic.acid","Cholic.acid","Ciliatine","cis.4.Hydroxyproline","cis.p.Coumaric.acid","Citrulline","CMP","Corticosterone","Cortisol","Cortisone","Creatine","Cystathionine","Cysteic.acid","Cytidine","Cytidine.2.3.cMP","D.Fucose","Gulonic.Acid.Gamma.Lactone","dAMP","Deoxycytidine","Deoxyuridine","Dihydroxyacetone.phosphate","DL.O.Phosphoserine","Docosahexaenoic.acid","Gluconic.acid","Glucosamine","Glucosamine.6.phosphate","Glucose","Glucose.1.phosphate","Glucuronic.acid","Glutamic.acid","Glutamine","Glutaric.acid","Glutathione","Glycocholic.acid","Guanidinosuccinic.acid","Guanine","Guanosine","Guanosine.5.Monophosphate","Hippuric.acid","Histidine","Hypoxanthine","Indoleacetic.acid","Indolepyruvate","Indoxyl.sulfate","Inosine","Inosine.5.Monophosphate","Itaconic.acid","Ketoleucine","L.Arabitol","Leucine","LL.2.6.Diaminoheptanedioate","Lysine","Maleic.acid","Methionine","Methyl.beta.D.galactoside","Methyl.jasmonate","N.2..Acetyllysine","N.Acetyl.beta.glucosaminylamine","N.Acetyl.D.glucosamine","N.Acetyl.D.tryptophan","N.Acetylalanine","N.Acetylaspartic.acid","N.Acetylcysteine","N.Acetylglutamic.acid","N.Acetylleucine","N.Acetylmethionine","N.Acetylphenylalanine","N.Acetylserine","N.Formylmethionine","N.Methyl.glutamic.acid","NAD.","Nicotinic.acid","Ophthalmic.acid","Ornithine","Orotic.acid","Oxoglutaric.acid","Pantothenic.acid","Phosphoethanolamine","Pimelic.acid","Pterin","Pyridoxal","Quinaldic.acid","Raffinose","Riboflavin","Ribose","X5.Adenosyl.l.Homocysteine","Serine","Shikimic.acid","sn.Glycero.3.phosphate","Sorbitol","Stachyose","Suberic.acid","Succinic.acid","Taurine","Taurolithocholic.acid","Threonine","Thymidine","Thymidine.5.monophosphate","trans.Aconitic.acid","Trehalose","Tryptophan","Tyrosine","UMP","Uracil","Uric.acid","Uridine","Uridine.5.Diphospho.N.Acetylglucosamine","Uridine.5.diphosphoglucose","Urocanic.acid","X10.Hydroxydecanoic.acid","X12.Hydroxy.lauric.acid","X2.4.Dihydroxyacetophenone","X2.Aminobenzoic.acid","X2.Deocytidine.5.monophosphate","X2.deoxyguanosine.5.monophosphate","X3..2.Hydroxyphenyl.propanoic.acid","X3.Dehydroshikimate","X3.Hydroxybutyric.acid","X3.Methyl.pyruvic.acid","X4.Acetamidobutanoic.acid","X4.Hydroxybenzoic.acid","X5.Hydroxy.tryptophan","X5.Hydroxylysine","X5.Oxo.D.proline","X6.Hydroxynicotinic.acid","Xanthine","Xanthosine"
"672","uri_gf_8_F_3",34414.25781,55162.3125,NA,2265026.75,511619.0625,25808768,NA,7756.813965,14322.6582,NA,698535.875,3919.148438,NA,3002.927002,NA,NA,5253.627441,13116.40332,18013.62109,NA,NA,NA,NA,NA,420166,3084.107422,NA,16179.0752,NA,22655.66406,84017.86719,NA,3125.883789,49882.89844,NA,NA,NA,11971.11523,4382.32666,6487.730469,306988.625,3445.687256,34442.35938,8974.381836,40590.29297,10395823,3300.674072,NA,9078.053711,7113.410645,23547.71484,NA,127886.6875,5376.586426,16894.66016,3792.002197,9793.695313,10830.22852,25931.10352,NA,13542776,3963531,210481.3906,NA,11827.39063,NA,79316.69531,2743.702393,22526.18945,12412.43555,4023.241211,NA,39963.86719,NA,608876.8125,351816.9063,21556.24609,1289072.875,10950383,35436.54688,5203.992676,457359.1875,38730.48828,7319.355957,NA,8423.548828,13624.91699,NA,27932.53906,175808.0781,430061.7813,4173.980957,867030.5625,12732.41406,38263.99219,8156.100098,NA,13631.86914,NA,NA,4827.500977,12963.85254,113780.6484,110414.3828,NA,516110.5938,10941084,5691639,NA,12660.23438,28465.18164,NA,159043.875,3886.170654,NA,NA,NA,106034.9141,1175110.875,529107,NA,NA,181596.6563,NA,NA,676711.8125,NA,NA,NA,7897.570313,3385.070557,255517.2813,40870.07031,4761892,64068.46484,2748.331787,NA,695530.6875,14480.17578,141620.2188,57827.25781
"673","uri_gf_8_F_4",39443.22656,112721.5234,NA,3819279.25,435629.6875,38617344,3990.873291,11692.58984,36718.82031,5053.30957,1316088.125,2570.32959,NA,5468.401367,NA,NA,17571.4707,20981.2168,26599.48047,5592.430176,NA,NA,NA,NA,336772.8438,4324.216797,NA,33979.21094,NA,37695.22656,150361.0313,NA,3859.603516,66096.57813,2584.527588,NA,NA,29058.39063,15711.69141,8382.188477,468311.5938,9134.045898,138867.5625,17624.5957,89312.02344,17966232,4612.372559,NA,21484.04688,19213.51758,46984.01172,NA,252132.1406,11084.94434,267611.8125,4858.210449,17244.38477,15416.86035,171355.25,NA,24957240,8498228,454458.0313,3967.465088,21884.81641,NA,175409.5625,3178.233887,61469.25391,17823.58398,4351.214844,NA,85556.22656,4055.022949,891156.4375,676295.375,49972.55859,2458967.25,17590436,32765.52539,6245.106934,716694.6875,63291.24609,14758.64258,NA,NA,37813.82422,NA,65987.84375,1639840.375,999328.625,8404.107422,1626285.875,12033.43164,40552.16406,22522.20313,NA,14215.31934,3835.466797,NA,8429.018555,22143.75781,293356.5625,274217.9375,2821.977783,971247.875,18369522,18302226,NA,25125.76367,30260.7793,NA,619558.125,13619.60449,NA,3306.396484,NA,159102.2656,2364351.25,1224864.25,NA,NA,302811.8125,NA,NA,1591406.125,NA,NA,NA,15213.75684,8451.206055,530381.1875,60588.38281,7427402.5,118046.7188,4070.232666,NA,1423352.875,14550.35254,550987.1875,96490.71094
"674","uri_gf_8_M_1",24372.66211,66662.49219,NA,4708593.5,145459.9844,28253348,3659.349609,33609.84766,37043.42969,NA,5987248,NA,NA,6615.236816,NA,NA,3322.235352,15028.59668,78768.48438,4117.484375,NA,5061.956055,NA,NA,113295.875,16620.33203,NA,14142.35156,NA,34109.90625,112106.0234,NA,5530.232422,77415.83594,NA,NA,NA,39718.98438,10827.20703,6940.513672,408163.0313,3367.646973,32977.78125,11836.34668,93073.94531,9855898,3329.35083,NA,5339.302246,8481.694336,23988.68555,NA,467956.5938,12536.46582,15466.52148,7335.478516,8318.277344,20836.03906,35974.52344,NA,12763583,2466699.25,586324.375,3188.939453,9321.091797,NA,150534.8281,11989.89941,38058.25781,12474.44629,7176.697266,NA,59137.75781,5507.43457,503937.75,443525.1875,58227.07031,1984747.375,12649516,94157.10156,7597.124023,414556.5313,1047270.313,9024.791016,NA,NA,18628.22266,3017.584961,140853.5,476184.875,432135.5625,3156.466797,1596395.125,16660.18164,31413.69336,4222.691895,3018.111328,4782.538574,NA,NA,6336.357422,24681.49414,127555.1406,249917.1094,NA,527142.375,23620374,3895296.75,NA,17102.90039,41064.25391,NA,248925.3125,9629.978516,NA,4117.993164,NA,49830.32031,1103335.375,709634.625,NA,NA,262154.5938,2799.769775,NA,788897,4823.607422,NA,NA,18412.58008,7090.677734,34392.73828,53785.47656,2695115.75,106338.8438,NA,NA,1177598.25,21410.99805,189355.5938,39826.56641
"675","uri_gf_8_M_2",21249.60742,94879.22656,NA,4353052,876755.125,41359180,4981.293945,35400.33594,32038.29297,4177.791992,6359432.5,4789.814453,NA,3216.974365,NA,NA,18741.29492,17578.59766,32362.26953,4865.460449,NA,11111.04492,NA,NA,682839.4375,29169.71094,3068.461182,40580.20703,NA,38734.33594,155771.1563,NA,6759.100586,142334.5625,4821.592773,NA,NA,51241.49219,12432.41113,9776.425781,392136.2813,8398.797852,98068,16152.9541,152005.9375,11362147,4559.041016,NA,9593.890625,8249.717773,30506.55273,NA,263546.9688,15375.86426,22370.67969,22815.16211,8801.77832,13155.11621,42854.72656,NA,28688190,6446723,557921.0625,3991.307373,20811.08398,2963.146973,391100.2813,3870.741943,46789.5,16237.36719,5995.976563,NA,80198.73438,3958.399658,898476.125,801406.625,56248.98438,3110238,34081920,34286.85547,5540.228027,815119.875,1049046.75,11523.50098,NA,2663.781006,31372.04688,5095.362305,88019.19531,4515619,1127212.875,7766.548828,1861355,9920.744141,33898.37891,4231.644531,3203.053955,14692.68262,5500.177734,NA,9335.514648,23628.97656,334249.6875,341487.8125,3916.079834,596805.75,27897182,19675636,NA,21045.07813,80352.3125,NA,487536.4688,9745.255859,NA,3748.442383,2998.538818,184755.0625,2945439.75,1530523,NA,NA,552904.25,NA,NA,1715521.625,NA,4195.803711,NA,14328.20117,12474.34863,157003.0469,53099.34766,9219481,98008.35938,3204.68335,2938.326416,1074599.875,16492.9082,294368.875,90903.25781
"676","uri_gf_8_M_3",28064.96875,62945.99219,NA,2799094.25,887861.375,26702930,3492.05127,19592.37109,18277.61523,6331.312988,3403126,NA,NA,NA,NA,NA,37202.44922,15641.97266,15638.52051,3368.541992,NA,7353.437988,NA,NA,678029.5625,9714.28125,NA,17009.00977,NA,19552.77344,78438.03906,NA,2786.415771,39967.72266,4569.349609,NA,NA,36610.20703,7779.125,23837.64844,554226.0625,6931.674805,106215.4297,29250.30273,50198.96484,7231520,2791.658447,NA,6865.557129,20561.28711,18040.93359,NA,160904.2344,10053.88574,973176.375,5620.365234,3067.074951,10600.03516,317457.75,NA,8913762,2442129.5,298576.9375,NA,7019.34082,2522.235596,531668.375,3870.510254,27031.6582,12344.29199,2831.256592,NA,47601.08203,NA,837185.8125,379773.25,26819.78516,1542525.5,17937720,53179.90234,3085.751221,503501.3125,970752.9375,6017.085449,NA,7328.322266,17193.3457,3051.298584,64715.05859,686389.75,372915.4063,8515.344727,1100682.75,8296.211914,26624.01367,2866.000488,NA,10751.70605,4951.041016,NA,8269.394531,16263.2002,159117.6563,217486.4063,NA,280692.2188,9376584,34666320,NA,12244.3584,24868.23633,NA,109728.9766,6780.258789,NA,2622.001709,NA,265405.9375,816017.3125,688863,NA,NA,194326.3906,NA,NA,532938.6875,NA,2861.098877,NA,8613.329102,3069.611328,567272.8125,51908.4375,4147348.5,38625.46094,NA,NA,631376,16209.82617,1311756.75,64773.10938
"677","uri_sdm_12_F_1",24342.70508,58443.47266,NA,2264896.25,131263.4844,22218058,4427.085449,46489.37109,41686.55078,3858.319824,688005.4375,NA,NA,4761.942871,NA,NA,7083.556152,14174.67871,60587.97266,6279.751465,NA,16047.92188,NA,NA,95346.79688,3970.599854,NA,9376.348633,NA,57645.79297,84779.22656,NA,3411.061768,25798.98047,NA,NA,NA,27847.89453,16456.31641,8515.665039,253548.6875,6339.95166,59805.17578,36088.61719,128266.0859,8812553,2866.63501,NA,7659.066406,5486.649414,29982.66992,NA,908277.875,16017.11621,180964.4531,4604.438965,16044.36523,40008.67578,226967.0781,NA,12211175,2975831.25,357252.75,NA,9045.208008,NA,89023.5625,4742.459473,23924.22656,8211.574219,5413.657715,2918,43499.42578,4482.43457,606256.4375,398120.25,41991.625,1153088.125,3736787,70701.09375,9883.56543,455355.25,77279.84375,15238.22656,NA,2778.232422,10257.8125,5294.383301,57576.35938,356143.9688,290049.25,3426.031006,760988.3125,17664.97852,38758.71484,8187.321777,NA,4372.029785,4373.865723,NA,12324.64258,11155.6084,97789.10156,1023389.938,NA,450826.9688,9071486,8416876,NA,21894.16211,13724.28711,NA,327590.0938,6364.40625,NA,3350.56543,NA,65110.79297,867954.1875,708999.5,NA,NA,168311.1563,NA,NA,494202.5625,6128.976563,NA,NA,18993.69336,3900.409424,212828.6719,39206.20703,1714347.125,159422.1875,2594.536377,NA,1936126.375,23710.22656,325272.1875,44918.60156
"678","uri_sdm_12_F_2",28168.16406,44761.80078,NA,2431539.75,178129.5,22662950,3571.798828,39626.17188,55942.23828,2968.754395,747161.8125,NA,NA,3495.546143,NA,4822.415527,8227.49707,17067.51563,76762.75,5241.52002,NA,20989.8125,NA,NA,146293.1875,4003.384277,NA,9647.47168,NA,58813.38672,117977.9688,NA,4974.324707,21938.58984,NA,NA,NA,28087.98828,25485.83398,6172.55957,962839.9375,5072.455566,140990.8125,10560.57617,107240.2734,13177392,2854.852783,NA,9646.830078,7886.260254,25908.63281,NA,1505817,17063.63086,31224.19141,4920.986328,20238.62695,42278.32031,29871.36523,NA,13681169,3088768.25,413414.625,NA,8948.435547,NA,136683.5938,5980.600586,27060.01367,8369.561523,8435.381836,NA,38307.07031,3489.983154,681966.625,450357.5625,92056.03125,1610272.125,1648199.5,144298,19741.92969,463766.875,113477.1641,12445.28516,NA,3199.161133,12118.08105,6045.916992,41148.68359,639744.25,389251.4688,4497.228027,666595.5625,13764.625,33060.93359,10949.64258,NA,12105.44629,NA,NA,6861.496582,11214.93945,114370.4609,1211400.5,NA,469129.0625,8782319,9200515,NA,21777.10742,12691.66309,NA,379802.0625,8912.96582,NA,3794.739014,NA,59099.75781,665221.6875,661070.9375,NA,NA,202706.7656,NA,NA,1328998.5,5756.600098,4430.147949,NA,21702.0332,9914.174805,581038.4375,106143.8281,1076225.375,263558.4063,NA,NA,1909558.25,23254.5332,89902.82813,31509.47461
"679","uri_sdm_12_F_3",23405.1543,44181.08203,NA,2155029,143459.4531,18954924,2924.017822,22098.80078,25503.37305,NA,561164.125,NA,NA,3224.50708,NA,NA,7215.55127,13717.56445,44647.48047,NA,NA,NA,NA,NA,106919.3359,NA,NA,6566.59668,NA,51659.34766,85489.375,NA,NA,28623.41602,NA,NA,NA,25464.93555,16922.64453,5536.407227,388984.9375,4221.887695,32834.05469,11057.96582,117233.0859,7996650,2974.28125,NA,8779.677734,8627.333008,26938.9082,NA,603624.6875,7289.012695,52140.31641,3082.637451,11708.59668,21924.27148,50914.35156,NA,12533463,3103533.5,273925.375,2541.423584,7054.61084,NA,66296.23438,2882.179688,15362.80762,10518.87305,3517.321533,NA,33829.95703,2544.960693,533407.9375,283516.3125,36262.21484,1045868.688,3914943.5,72120.40625,6774.48584,329539.3125,54149.37891,8459.772461,NA,NA,7832.665527,2531.24585,34771.26563,64777.65625,315365.7813,3637.898926,659670.9375,15567.02051,30854.05273,3988.793457,NA,5396.674805,3169.980469,NA,3877.967285,9195.985352,97072.61719,580922.3125,NA,435684.4375,6144232.5,7489672.5,NA,19471.01563,18779.39844,NA,304408.7813,2745.414307,NA,2516.118652,NA,53050.05859,749454,423121.25,NA,NA,94909.91406,NA,NA,854881.0625,2613.174316,NA,NA,13123.13965,4467.613281,988938.5625,50596.27344,1692715.75,160747.9688,3031.587158,NA,1378820,19876.87891,130403.375,33144.79688
"680","uri_sdm_12_F_4",20674.91406,79100.57031,NA,3371914,382493.8438,30671682,3420.167236,63797.71484,46225.76563,3337.456787,838548.75,NA,NA,5282.779297,NA,10388.6709,11659.84375,18903.98633,79980.27344,6604.771973,NA,NA,NA,NA,297766.0938,5773.866699,NA,11477.35254,NA,73235.02344,132619.2969,NA,5152.438965,35419.56641,NA,NA,NA,35548.09766,35723.98828,10912.37207,1379445.75,5996.683105,139242.9688,13225.56934,177937.0469,7216909,NA,NA,11300.4209,10151.2832,43606.51563,NA,1009685.813,13464.63672,53954.15234,3502.853271,15933.16113,38692.92578,49852.24219,NA,18684776,5016773.5,503317.4063,4275.473633,12503.83984,NA,57281.51953,4720.291016,33282.32813,17986.56641,10185.83008,NA,55240.83594,4074.659424,912764.125,533299.875,74752.63281,1662103.25,4888181,102077.9531,12915.40332,679145.9375,94428.28125,16375.85742,NA,15627.78027,14394.49902,7807.677246,52344.52734,407407.4375,571267.0625,5128.782227,1115933.5,21197.78906,41035.9375,8745.925781,NA,8770.845703,3293.456543,NA,8162.833496,18145.95508,144918.6875,2017857.625,NA,774123.4375,6965023.5,12943419,NA,34460.38672,17820.01367,NA,590150.3125,5736.435059,NA,5274.141113,NA,80848.33594,1104069,1005508.063,NA,NA,167181.3125,NA,NA,571498.9375,4526.73877,NA,NA,14477.53906,6770.703613,837094.125,140745.5313,2304071.75,288603.6563,3190.146729,NA,2785029.75,27108.33398,180097.625,56459.91016
"681","uri_sdm_12_M_1",24720.92969,48662.82031,NA,2398786,67305.17188,22144444,2513.740479,29252.56836,17108.59766,2515.174316,1620240.75,NA,NA,NA,NA,NA,11338.15918,10772.66602,73809.14844,3784.135254,NA,NA,NA,NA,50041.23828,12580.90625,NA,4174.233398,NA,46600.06641,87729.42969,NA,2544.229492,62329.27734,NA,NA,NA,25637.65039,12821.75,11905.71777,292337.875,NA,34053.45703,12024.63965,140548.6875,6429610,3235.910645,NA,7116.310059,8434.302734,24656,NA,770552,8180.396484,18592.02344,30580.73242,2669.914307,23007.58398,27902.77344,NA,12377066,1341110.25,298156.1875,NA,7022.060059,NA,241421.0781,NA,16071.49316,11036.2168,3327.12915,NA,36721.89844,3191.150635,267410.5,454217.875,37016.58984,1422342.625,6982956.5,38322.88281,5143.34375,291627.625,276983.625,5611.990234,NA,2550.497803,5305.791016,3386.698242,108174.7578,1116445.875,414112.7813,NA,614701.5625,11986.50098,27773.21875,3321.31665,NA,4014.978516,NA,NA,4282.895996,9743.40918,91145.84375,557380,NA,267662.1875,17376562,11526717,NA,12153.25586,33630.5,NA,159608.5156,4312.562988,NA,2946.97168,NA,53559.19141,1039021.125,411515.4063,NA,NA,216890.4219,NA,NA,975987.25,5836.983887,NA,NA,9106.503906,8562.46875,36456.95313,35093.22656,1922112,193732.7813,NA,NA,1880529.25,28503.10938,118706.8125,33305.27344
"682","uri_sdm_12_M_2",21965.9082,68831.51563,NA,2604764,44535.79688,24113440,2903.105957,44619.83203,17206.24414,2959.73877,2328434.5,NA,NA,NA,NA,3546.720459,25399.75391,10642.74316,8587.668945,3994.115723,NA,NA,NA,NA,34518.24609,8612.084961,5689.680176,6170.730957,NA,66797.00781,88659.77344,NA,2710.677979,61022.00781,3040.500732,NA,NA,21350.08203,12032.4209,7907.442383,229669.6719,NA,37965.12891,8508.327148,214388.7344,7916890.5,3567.130127,NA,5715.492676,15702.3584,26999.77148,NA,726269.5625,9660.892578,40478.36328,59928.94531,4032.417969,23631.36719,68356.78125,NA,24788584,2257204,334149.2188,NA,5507.206543,NA,7358555.5,3785.214355,24332.92578,11126.1084,2520.737793,NA,60820.22266,3004.473389,303172.625,681325,33193.01172,1223988,14376824,36113.96875,5684.203613,404373.125,414117.8438,5662.752441,NA,2879.68335,5794.27832,6554.900391,120940.2578,4071326,361616.75,3015.094482,843665.375,8759.758789,27291.4707,5993.605957,NA,5664.508301,NA,NA,3702.62793,10779.55566,158890.75,298966,NA,300260.5625,24258658,26614638,NA,13517.78711,40750.66406,NA,482272.25,9615.793945,NA,4984.371582,NA,95823.48438,2850436.25,583995.5,NA,NA,181588.1094,NA,NA,614829,4564.457031,NA,NA,7997.605469,2562.723877,51065.67969,33157.92578,3336956.5,110776.9688,NA,NA,2708027,30594.00586,358366.6563,40982.29297
"683","uri_sdm_12_M_3",25675.39648,55001.96094,NA,2873322.75,87185.38281,27222764,NA,26854.14453,21691.45508,NA,2072259.5,3517.392822,NA,3007.431641,NA,2676.67627,18342.44336,11307.01855,59152.89063,3339.376709,NA,NA,NA,NA,69463.83594,14128.23145,NA,7831.254395,NA,56119.26953,141546.1094,NA,NA,59430.26172,NA,NA,NA,33853.26953,17169.61328,11677.2168,284760.25,2703.965576,51300.82422,9081.193359,142391.4844,9396432,2605.315186,NA,6211.898926,10741.79199,23051.89844,NA,893030.3125,9488.277344,34970.54297,39130.16406,2605.278809,24245.64453,36128.61328,NA,15954249,1755110.375,389891.6563,NA,6782.766113,NA,428913.6875,2764.25415,22617.84961,11916.00488,3431.70459,NA,45859.22266,NA,306825.2188,507614.7188,50221.84766,1726269.75,8001788.5,41138.60156,7724.049805,304931.9375,374557.25,7482.674316,NA,8288.157227,5792.569824,2649.625977,130143.4297,1998848,502333.6563,2510.062256,700696.3125,12411.19531,30431.06445,NA,NA,8582.732422,NA,NA,4067.860596,15316.00293,142161.6719,423837.2188,NA,328941.1875,19508752,18226802,NA,20032.05859,35730.66797,NA,241350.7813,4152.498047,NA,2595.069336,NA,54556.86719,1304719.25,858449.9375,NA,NA,242430.0625,NA,NA,1412167.25,12702.80762,NA,NA,16646.79883,3848.156982,31823.82617,41226.4375,2112794.5,222716.1563,NA,NA,2251909.75,30525.37109,183530.3594,36233.07422
"684","uri_sdm_12_M_4",23273.53516,56094.44531,NA,2433177.75,144968.5625,27872058,2984.223877,21764.32813,11914.2627,NA,1571207.5,NA,2540.766602,NA,NA,NA,20988.94922,10177.83984,34121.40234,2838.141602,NA,2585.211426,NA,NA,103620.4609,12057.27441,2904.549072,4910.324219,NA,54493.20703,89813.39063,NA,2693.171875,64258.39063,NA,NA,NA,25759.88672,12810.71973,7674.581543,224276.8906,NA,40651.27734,10774.16016,154926.2188,7949438.5,3519.786377,NA,7544.50293,18032.54688,23408.94727,NA,585420.25,9159.15332,33658.14844,18218.42969,3289.505615,15969.40625,40892.35547,NA,18005102,1938666.75,283504.5938,NA,6493.929688,NA,597555.625,NA,17811.56055,8746.186523,NA,NA,47329.10156,2794.682129,251789.9688,521116.0625,35847.72266,1541225.625,10896452,21687.1543,5024,300077.5938,377566.5313,6564.922363,NA,2611.972656,4000.908447,3216.217529,115594.8672,1955960.5,573946.625,NA,566925,13080.98438,24343.36523,2917.445557,NA,8738.290039,NA,NA,2854.954834,105881.7734,130518.9375,228639.5156,NA,269256.4375,19157390,18345774,NA,14196.61328,39689.71875,NA,227173.9219,5575.022949,NA,NA,NA,70432.28906,1320875.125,763440.625,NA,NA,221013.8125,NA,NA,1067130.625,4107.449219,NA,NA,8220.613281,2947.072266,55551.85938,32610.45508,3142026,152990.5938,NA,NA,1881489.5,32531.50977,235756.7344,42630.49609
"685","uri_sdm_3_F_1",28444.24414,183793.3906,NA,5358124.5,776568.9375,43260528,9281.085938,41857.80078,56266.07813,5742.861328,1092970,4664,NA,4613.926758,NA,NA,11787.01465,25647.35547,40053.52734,8792.53125,NA,4015.815186,NA,NA,642452.6875,5213.111328,NA,10704.52637,NA,75625.97656,237281.3281,NA,7946.186523,91883.47656,NA,NA,NA,54022.49219,17014.64844,22448.92578,465939.75,5058.966797,464983.9375,22064.82227,180117.4219,6070243,NA,NA,8139.34082,42939.73828,53341.33203,NA,2571408,23844.02344,78551.51563,5921.124023,75679.71875,54959.77734,82538.53906,NA,11721578,336615.875,754674.75,3511.416992,35475.03125,3783.280518,9942.882813,7640.951172,137823.8438,11528.54395,7189.880859,2523.010254,135877.6406,4511.422363,67907.38281,340042.9063,76072.74219,824072.4375,2616879.25,88233.97656,23693.35156,114757.5625,98162.5625,9434.060547,NA,8611.34375,13129.24902,5284.875488,132965.4375,88108.73438,1711718.375,10445.44238,1522281.75,23480.81445,48544.68359,80945.64844,NA,17109.97852,4627.657227,NA,23504.39258,12153.1748,119115.4141,539915,NA,1196509.75,667381.75,13478883,NA,34850.28125,54274.22266,NA,530404.875,25120.75195,3547.466309,7401.509766,NA,277095.7813,3890959.75,2919624,NA,NA,1241721.125,NA,NA,391064.75,7860.478516,8846.973633,NA,26085.29102,9315.373047,386349.9375,68512.21094,1598810.375,317546.5313,2520.883789,3695.775146,2837951.75,17997.7168,431227.25,132755.8438
"686","uri_sdm_3_F_2",97243.60156,44521.73047,NA,2400714.25,38164.30859,16777394,2651.456299,17552.17773,10421.1123,6492.246582,519592.1875,3902.338135,NA,NA,NA,NA,NA,10006.01855,12453.94922,NA,NA,NA,NA,NA,28057.5293,NA,NA,NA,NA,19213.76953,63247.35547,NA,NA,52061.37891,NA,NA,NA,7505.237793,4053.227051,4923.655762,166736.6094,NA,10486.6377,12024.19531,58279.42969,5213090.5,5314.978027,NA,NA,11879.52344,17511.70703,NA,452033.0938,5941.152832,45625.92578,3842.788086,22021.40625,24065.06641,27644.22852,NA,2199400,158908.2344,155712.8438,NA,6232.820313,NA,29201.41797,NA,40020.70703,11125.04199,2709.48877,NA,29571.6875,NA,36660.90234,153226.5938,18773.7168,411518.625,1456360,15428.91699,5384.663574,33705.1875,13172.97266,3147.853271,NA,3709.590576,3931.29834,NA,27262.04883,2646.075439,245237.0313,7423.990234,1217215.75,10423.12695,27846.36133,67639.40625,NA,NA,NA,NA,9278.082031,3607.087402,4113.60498,657119,NA,459848.25,3351643,473267.4688,NA,9668.09082,37550.08203,NA,53834.45703,3276.343506,NA,NA,NA,183477.7656,756963.8125,103051.5313,NA,NA,311072.8125,NA,NA,141515.5313,NA,NA,3007.125732,10999.84863,2610.268799,212762.0625,19854.89258,864463.75,98065.99219,NA,NA,1040139.688,15146.09668,150563.0156,23335.75
"687","uri_sdm_3_F_3",27062.14063,132905.4844,NA,6051046.5,77927.19531,36742640,6808.752441,20850.02734,21194.54102,NA,858656.125,4847.543457,NA,2801.101807,NA,NA,NA,13275.53516,25801.6582,5360.300781,NA,NA,NA,NA,62004.73438,3059.133301,NA,4940.102539,NA,46490.96484,164674.8906,NA,4781.473633,59570.60938,NA,NA,NA,28315.91992,5548.201172,12801.76172,398672.9688,NA,50772.45703,14745.88965,134515.2031,3908122.75,NA,NA,8722.808594,36262.09766,43367.36328,NA,751690.875,9791.356445,88309.26563,4265.263672,126488.0469,29698.18945,66461.28125,NA,11957603,346060.0938,448570.4375,2802.759277,19916.98047,NA,15246.42188,3532.218506,86676.32031,9690.314453,3596.300537,NA,109995.1719,3061.192627,54443.93359,224060.3906,28272.01172,792831.6875,3350224.75,16164.18848,5531.180176,85943.17969,15982.56738,4249.912598,NA,NA,6229.25,3021.838135,78346.53125,5731.672363,1287833.875,NA,1321583.375,34733.88281,41332.34375,103883.25,NA,21169.14063,NA,NA,13477.5752,11853.67871,NA,224266.7656,NA,716380.6875,627648,2207705,NA,26255.25,36558.97266,NA,357066.9375,44129.70703,NA,5284.867188,NA,303284.6563,3426205,1507475.25,NA,NA,1602435.25,NA,NA,266107.2188,3775.272217,NA,NA,14661.39258,4769.962891,371330.125,50203.03125,2022448.125,301261.0313,NA,3711.610107,1545307.125,13227.99609,442537.8438,91155.39063
"688","uri_sdm_3_F_4",22516.24609,56187.125,NA,2481203.5,192895.125,23619810,4212.182129,37360.54297,39666.57031,3851.223633,1084435.125,3104.357178,NA,2609.293945,NA,NA,5841.86084,12852.02344,47292.05469,7272.799316,NA,NA,NA,NA,159746.7969,5090.435059,NA,9792.739258,NA,47047.33984,117084.3203,NA,2996.247803,33629.32422,NA,NA,NA,22318.88086,23259.03711,5211.270996,344695.9375,NA,82561.36719,9217.574219,118127.625,8955490,2665.226807,NA,3809.719971,18678.05273,24733.45703,NA,1588659.75,12127.72949,63299.59375,4211.525391,27039.70703,38712.3125,27216.48242,NA,8228045,436067.1875,439542.9063,NA,11886.26758,2571.775635,243032.3125,8636.09668,36650.59766,8633.926758,7300.569824,NA,44912.69141,3279.338379,127680.6797,476411.1875,51724.55859,1206648.625,622024.875,68725.16406,16408.23438,156952.5625,73106.0625,8563.395508,NA,NA,6894.147461,3531.704102,53328.76563,373814.25,488982.25,2637.913086,740278.25,14034.54297,31337.97461,9404.682617,NA,11517.61523,NA,NA,14215.27637,13030.84277,26138.65039,1015402.438,NA,519263.5938,6835441,6185245,NA,17668.32031,18744.31055,NA,183792.5625,15576.80371,NA,2863.596436,NA,83112.09375,1312595.75,629100.4375,NA,NA,520652.5,NA,NA,388869.9375,4107.824707,NA,NA,12671.42969,9208.074219,106931.1094,39797.23828,646067,152986.7031,NA,NA,1617665.375,20438.83398,233464.4219,37198.90625
